row,name,light_years_from_earth,stellar_magnitude,discovery_date,planet_type,orbital_period,eccentricity,solar_system_name,planet_discovery_method,planet_orbital_inclination,planet_density,right_ascension,declination,host_temperature,host_mass,host_radius,mass,radius,orbit_radius
1251,K2-269 b,1181.0,11.784,2018,Super Earth,4.1 days,0,K2-268,Transit,,0.0,08h54m50.29s,+11d50m53.8s,5068.0,0.84,0.78,3.09,1.57,0.0531
1252,K2-26 b,324.0,14.53,2016,Neptune-like,14.6 days,0,K2-269,Transit,,0.0,08h40m37.24s,+13d00m52.8s,6209.0,1.16,1.45,7.61,0.238,0.0962
1253,K2-270 b,925.0,13.782,2018,Super Earth,1.5 days,0,K2-27,Transit,,1.87,11h26m03.64s,+01d13m50.7s,5248.0,0.87,0.89,2.48,1.38,0.0247
1254,K2-270 c,925.0,13.782,2018,Neptune-like,4.4 days,0,K2-270,Transit,,0.0,08h45m03.98s,+13d32m59.4s,4877.0,0.85,0.77,9.01,0.263,0.0497
1255,K2-271 b,1864.0,13.827,2018,Gas Giant,8.6 days,0,K2-270,Transit,,0.0,08h45m03.98s,+13d32m59.4s,4877.0,0.85,0.77,0.131,0.649,0.077
1256,K2-272 b,1391.0,13.841,2018,Neptune-like,14.5 days,0,K2-271,Transit,,0.0,08h20m53.73s,+16d05m27.4s,5644.0,0.83,0.99,8.8,0.26,0.1081
1257,K2-273 b,1013.0,13.371,2018,Neptune-like,11.7 days,0,K2-272,Transit,,0.0,08h50m29.07s,+17d32m32.8s,5419.0,0.81,0.81,17.9,0.394,0.0974
1258,K2-274 b,759.0,13.086,2018,Neptune-like,14.1 days,0,K2-273,Transit,,0.0,08h39m06.49s,+19d00m36.1s,5200.0,0.9,0.84,5.48,2.2,0.1064
1259,K2-275 b,405.0,12.063,2018,Neptune-like,3.3 days,0,K2-274,Transit,,0.0,08h37m07.79s,+20d23m57.7s,5065.0,0.81,0.74,5.65,0.2,0.04
1260,K2-275 c,405.0,12.063,2018,Neptune-like,8.4 days,0,K2-275,Transit,,0.0,08h48m40.77s,+20d27m18.3s,4812.0,0.79,0.73,6.08,0.209,0.075
1261,K2-276 b,1598.0,14.627,2018,Neptune-like,18.7 days,0,K2-275,Transit,,0.0,08h48m40.77s,+20d27m18.3s,4812.0,0.79,0.73,13.7,0.336,0.1291
1262,K2-277 b,370.0,10.364,2018,Super Earth,6.3 days,0,K2-276,Transit,,0.0,08h23m48.66s,+22d38m02.5s,5139.0,0.82,0.85,4.94,2.07,0.0675
1263,K2-278 b,2623.0,13.412,2018,Neptune-like,3.3 days,0,K2-277,Transit,,0.0,13h28m03.99s,-15d56m16.2s,5741.0,1.02,0.97,9.17,0.266,0.0488
1264,K2-279 b,600.0,11.491,2018,Super Earth,7.1 days,0,K2-278,Transit,,0.0,13h33m12.43s,-14d30m14.6s,6747.0,1.4,1.61,1.92,1.21,0.067
1265,K2-27 b,820.0,12.64,2016,Neptune-like,6.8 days,0.25,K2-279,Transit,,0.0,13h39m07.13s,-06d02m29.7s,5558.0,0.79,0.86,30.9,0.4,0.06702
1266,K2-280 b,1295.0,12.536,2018,Gas Giant,19.9 days,0,K2-28,Transit,88.9,0.0,22h22m29.85s,-07d57m19.3s,3214.0,0.26,0.29,0.144,0.684,0.1488
1267,K2-281 b,1520.0,15.117,2018,Gas Giant,8.7 days,0,K2-280,Transit,,0.0,19h26m22.88s,-22d14m51.6s,5742.0,1.11,1.28,0.16,0.73,0.0773
1268,K2-282 b,1638.0,14.042,2018,Neptune-like,4.2 days,0,K2-281,Transit,,0.0,01h04m54.56s,+07d16m09.2s,4812.0,0.82,0.76,8.35,0.252,0.0499
1269,K2-283 b,1332.0,14.445,2018,Neptune-like,1.9 days,0,K2-282,Transit,,0.0,00h53m43.68s,+07d59m43.1s,,0.94,,12.2,0.314,0.0291
1270,K2-284 b,351.0,13.322,2018,Neptune-like,4.8 days,0.08,K2-283,Transit,,0.0,00h52m46.66s,+09d41m34.5s,5060.0,0.89,0.82,8.15,0.248,0.04771
1271,K2-285 b,508.0,12.03,2018,Super Earth,3.5 days,0,K2-284,Transit,89.0,0.0,05h16m33.76s,+20d15m18.4s,4140.0,0.63,0.61,9.68,0.231,0.03817
1272,K2-285 c,508.0,12.03,2018,Neptune-like,7.1 days,0,K2-285,Transit,86.846,3.07,23h17m32.23s,+01d18m01.0s,4975.0,0.83,0.79,15.68,0.315,0.0824
1273,K2-285 d,508.0,12.03,2018,Neptune-like,10.5 days,0,K2-285,Transit,89.861,1.95,23h17m32.23s,+01d18m01.0s,4975.0,0.83,0.79,6.5,0.221,0.1178
1274,K2-285 e,508.0,12.03,2018,Neptune-like,14.8 days,0,K2-285,Transit,89.64299999999999,0.0,23h17m32.23s,+01d18m01.0s,4975.0,0.83,0.79,10.7,1.95,0.18041
1275,K2-286 b,249.0,12.763,2018,Neptune-like,27.4 days,0,K2-285,Transit,89.79899999999998,0.0,23h17m32.23s,+01d18m01.0s,4975.0,0.83,0.79,5.06,2.1,0.1768
1276,K2-287 b,519.0,11.41,2018,Gas Giant,14.9 days,0.48,K2-286,Transit,89.67,0.0,15h33m28.70s,-16d46m23.7s,3926.0,0.64,0.62,0.315,0.847,0.1206
1277,K2-288 B b,214.0,13.868,2018,Super Earth,31.4 days,0,K2-287,Transit,88.13,0.0,15h32m17.84s,-22d21m29.7s,5695.0,1.06,1.07,4.27,1.9,0.164
1278,K2-289 b,883.0,14.465,2019,Gas Giant,13.2 days,0,K2-288 B,Transit,89.81,0.0,03h41m46.43s,+18d16m08.0s,3341.0,0.33,0.32,0.192,0.812,0.107
1279,K2-28 b,206.0,16.061,2016,Neptune-like,2.3 days,0,K2-289,Transit,88.48,0.0,16h26m34.33s,-15d47m32.6s,5529.0,0.95,1.02,5.99,0.207,0.0214
1280,K2-290 b,897.0,11.114,2019,Super Earth,9.2 days,0,K2-29,Transit,86.656,0.53,04h10m40.96s,+24d24m07.4s,5358.0,0.94,0.86,10.9,0.273,0.0923
1281,K2-290 c,897.0,11.114,2019,Gas Giant,48.4 days,0,K2-290,Transit,88.14,4.1,15h39m25.87s,-20d11m55.7s,6302.0,1.19,1.51,0.774,1.006,0.305
1282,K2-291 b,295.0,10.014,2019,Super Earth,2.2 days,0,K2-290,Transit,89.37,1.01,15h39m25.87s,-20d11m55.7s,6302.0,1.19,1.51,6.49,1.589,0.03261
1283,K2-292 b,373.0,9.917,2019,Neptune-like,17 days,0.04,K2-291,Transit,85.26,8.84,05h05m46.99s,+21d32m55.1s,5520.0,0.93,0.9,24.5,0.235,0.13
1284,K2-293 b,1294.0,13.357,2019,Neptune-like,13.1 days,0,K2-292,Transit,88.4,7.4,13h41m30.30s,-09d56m45.9s,5725.0,1.0,1.09,6.57,0.219,0
1285,K2-294 b,1230.0,12.502,2019,Super Earth,2.5 days,0,K2-293,Transit,88.8,0.0,23h26m25.52s,-06d01m40.4s,5532.0,0.96,0.95,3.39,1.66,0
1286,K2-295 b,736.0,13.946,2018,Gas Giant,4 days,0,K2-294,Transit,85.5,0.0,23h28m12.40s,-07d36m13.3s,5612.0,0.99,1.2,0.335,0.897,0.0451
1287,K2-29 b,585.0,12.526,2016,Gas Giant,3.3 days,0.07,K2-295,Transit,89.3,0.612,01h18m26.38s,+06d49m00.7s,4444.0,0.74,0.7,0.73,1.19,0.04217
1288,K2-308 b,0.0,14.963,2019,Gas Giant,3.4 days,0,K2-3,Transit,89.588,3.7,11h29m20.39s,-01d27m17.2s,3896.0,0.6,0.56,0.222,0.884,0
1289,K2-30 b,1097.0,13.53,2016,Gas Giant,4.1 days,0,K2-3,Transit,89.905,2.98,11h29m20.39s,-01d27m17.2s,3896.0,0.6,0.56,0.579,1.039,0.04839
1290,K2-315 b,185.0,17.67,2020,Terrestrial,3.1 days,0,K2-3,Transit,89.788,5.62,11h29m20.39s,-01d27m17.2s,3896.0,0.6,0.56,0.809,0.95,0
1291,K2-316 b,368.0,15.514,2020,Super Earth,1.1 days,0,K2-30,Transit,86.92,0.64,03h29m22.07s,+22d17m57.9s,5425.0,0.9,0.84,2.33,1.33,0.0147
1292,K2-316 c,368.0,15.514,2020,Super Earth,5.3 days,0,K2-308,Transit,88.44,0.0,05h13m21.39s,+16d24m51.1s,6100.0,1.09,1.24,4.01,1.83,0.0582
1293,K2-317 b,578.0,16.639,2020,Neptune-like,6.2 days,0,K2-31,Transit,79.9,0.0,16h21m45.78s,-23d32m52.3s,5280.0,0.91,0.78,8.91,0.261,0.0542
1294,K2-318 b,484.0,15.269,2020,Super Earth,7 days,0,K2-315,Transit,88.74,0.0,15h12m05.20s,-20d06m30.7s,3300.0,0.17,0.2,3.39,1.66,0.0911
1295,K2-319 b,687.0,12.172,2020,Neptune-like,26.7 days,0,K2-316,Transit,87.02,0.0,15h34m29.94s,-23d15m33.2s,3436.0,0.41,0.38,8.2,0.249,0.1516
1296,K2-31 b,362.0,10.775,2016,Gas Giant,1.3 days,0,K2-316,Transit,89.31,0.0,15h34m29.94s,-23d15m33.2s,3436.0,0.41,0.38,1.774,1.06,0.022
1297,K2-320 b,356.0,16.355,2020,Neptune-like,2 days,0,K2-317,Transit,89.22,0.0,15h14m28.63s,-21d01m21.8s,3387.0,0.4,0.38,7.37,0.234,0.0142
1298,K2-321 b,254.0,13.677,2020,Super Earth,2.3 days,0,K2-318,Transit,89.38,0.0,15h29m47.13s,-17d33m26.2s,3851.0,0.56,0.55,4.46,1.95,0.041
1299,K2-322 b,404.0,13.941,2020,Super Earth,8.2 days,0,K2-319,Transit,89.45,0.0,11h07m12.25s,+03d02m24.1s,5440.0,0.95,0.9,4.35,1.92,0.0594
1300,K2-323 b,387.0,14.932,2020,Neptune-like,24.9 days,0,K2-32,Transit,,0.0,16h49m42.26s,-19d32m34.2s,,0.86,0.84,5.06,2.1,0.1275
1301,K2-324 b,447.0,15.399,2020,Neptune-like,3.3 days,0,K2-32,Transit,,0.0,16h49m42.26s,-19d32m34.2s,,0.86,0.84,6.48,0.217,0.0331
1302,K2-325 b,365.0,16.137,2020,Neptune-like,6.9 days,0,K2-32,Transit,,0.0,16h49m42.26s,-19d32m34.2s,,0.86,0.84,5.48,2.2,0.0419
1303,K2-326 b,928.0,15.342,2020,Neptune-like,1.3 days,0,K2-32,Transit,,0.0,16h49m42.26s,-19d32m34.2s,,0.86,0.84,5.82,0.203,0.0198
1304,K2-32 b,517.0,12.31,2016,Neptune-like,9 days,0,K2-320,Transit,87.84,0.0,10h53m00.52s,+05d18m23.9s,3157.0,0.12,0.3,16.5,0.443,0.08035
1305,K2-32 c,517.0,12.31,2016,Neptune-like,20.7 days,0,K2-321,Transit,88.94,0.0,10h25m37.27s,+02d30m51.7s,3855.0,0.6,0.58,12.1,0.244,0.1399
1306,K2-32 d,517.0,12.31,2016,Neptune-like,31.7 days,0,K2-322,Transit,88.15,0.0,10h26m29.46s,+04d45m50.5s,4141.0,0.63,0.6,10.3,0.292,0.1862
1307,K2-32 e,517.0,12.31,2019,Super Earth,4.3 days,0,K2-323,Transit,89.88,0.0,10h37m41.04s,+06d17m09.4s,3710.0,0.48,0.55,1.01,1.01,0.04951
1308,K2-33 b,456.0,15.714,2016,Neptune-like,5.4 days,0,K2-324,Transit,88.33,0.0,10h30m29.35s,+06d51m49.3s,3752.0,0.52,0.51,3.7,0.45,0.0409
1309,K2-34 b,1149.0,11.548,2016,Gas Giant,3 days,0,K2-325,Transit,89.37,0.0,23h35m40.06s,-07d41m11.6s,3287.0,0.27,0.3,1.698,1.245,0.0426
1310,K2-35 b,830.0,14.35,2016,Super Earth,5.6 days,0.12,K2-326,Transit,85.63,0.0,23h26m26.92s,+01d20m15.2s,3924.0,0.51,0.69,4.38,1.93,0.055
1311,K2-35 c,830.0,14.35,2016,Super Earth,2.4 days,0.13,K2-33,Transit,89.1,0.0,16h10m14.74s,-19d19m09.4s,3540.0,0.56,1.05,2.3,1.32,0.031
1312,K2-36 b,359.0,11.8,2016,Super Earth,1.4 days,0,K2-34,Transit,,0.0,08h30m18.91s,+22d14m09.3s,6071.0,1.15,1.44,3.9,1.43,0.0223
1313,K2-36 c,359.0,11.8,2016,Neptune-like,5.3 days,0,K2-35,Transit,88.58,0.0,11h20m24.74s,+01d17m09.4s,4402.71,0.7,0.62,7.8,0.285,0.054
1314,K2-37 b,590.0,12.52,2016,Super Earth,4.4 days,0,K2-35,Transit,88.98,0.0,11h20m24.74s,+01d17m09.4s,4402.71,0.7,0.62,3.22,1.61,0.0511
1315,K2-37 c,590.0,12.52,2016,Neptune-like,6.4 days,0,K2-36,Transit,84.45,7.2,11h17m47.78s,+03d51m59.0s,4916.0,0.79,0.72,8,0.245,0.0654
1316,K2-37 d,590.0,12.52,2016,Neptune-like,14.1 days,0,K2-36,Transit,86.917,1.3,11h17m47.78s,+03d51m59.0s,4916.0,0.79,0.72,7.9,0.244,0.1103
1317,K2-38 b,632.0,11.39,2016,Super Earth,4 days,0,K2-37,Transit,87.28,0.0,16h13m48.24s,-24d47m13.4s,5413.0,0.9,0.85,19.0698,1.906,0.05073
1318,K2-38 c,632.0,11.39,2016,Super Earth,10.6 days,0,K2-37,Transit,87.37,0.0,16h13m48.24s,-24d47m13.4s,5413.0,0.9,0.85,9.9,0.216,0.0964
1319,K2-39 b,1012.0,10.83,2016,Neptune-like,4.6 days,0,K2-37,Transit,88.34,0.0,16h13m48.24s,-24d47m13.4s,5413.0,0.9,0.85,28.6047,0.56,0.05708
1320,K2-3 b,147.0,12.17,2015,Super Earth,10.1 days,0,K2-38,Transit,87.28,0.0,16h00m08.06s,-23d11m21.4s,5757.0,2.24,1.38,6.48,1.98,0.074
1321,K2-3 c,147.0,12.17,2015,Super Earth,24.6 days,0,K2-38,Transit,88.61,3.6,16h00m08.06s,-23d11m21.4s,5757.0,2.24,1.38,2.14,1.56,0.1345
1322,K2-3 d,147.0,12.17,2015,Super Earth,44.6 days,0,K2-39,Transit,80.39,0.0,22h33m28.41s,-09d01m22.0s,4881.0,0.66,2.97,2.8,1.53,0.2097
1323,K2-42 b,1309.0,15.023,2016,Neptune-like,6.7 days,0,K2-4,Transit,89.54,0.0,11h38m58.95s,-03d54m20.1s,4014.73,0.64,0.57,5.27,2.15,0.0617
1324,K2-43 b,599.0,15.595999999999998,2016,Neptune-like,3.5 days,0.07,K2-42,Transit,,0.0,11h46m39.77s,-05d10m18.9s,4613.0,0.7,0.64,18.5,0.402,0.03784
1325,K2-43 c,599.0,15.595999999999998,2019,Neptune-like,2.2 days,0,K2-43,Transit,89.6,0.0,11h16m28.11s,-03d58m31.6s,3840.6,0.57,0.54,6.44,0.216,0
1326,K2-44 b,1576.0,12.189,2016,Neptune-like,5.7 days,0,K2-43,Transit,89.26,0.0,11h16m28.11s,-03d58m31.6s,3840.6,0.57,0.54,7.85,0.243,0.0651
1327,K2-45 b,1639.0,15.78,2016,Neptune-like,1.7 days,0.1,K2-44,Transit,,0.0,11h36m02.79s,-02d31m15.2s,5912.0,1.15,1.58,36.4,0.599,0.0224
1328,K2-46 b,1484.0,12.029000000000002,2016,Super Earth,19.2 days,0,K2-45,Transit,,0.0,11h18m31.89s,-01d46m26.9s,4103.0,0.5,0.45,4.86,2.05,0.13821
1329,K2-47 b,1153.0,14.085,2016,Super Earth,31.6 days,0,K2-46,Transit,,0.0,11h37m03.92s,-00d54m26.1s,6256.0,0.96,1.29,4.23,1.89,0.1779
1330,K2-48 b,1033.0,14.277,2016,Neptune-like,20.5 days,0,K2-47,Transit,,0.0,11h14m19.82s,+02d46m50.6s,5054.0,0.75,0.76,5.65,0.2,0.1344
1331,K2-49 b,1511.0,15.668,2016,Super Earth,2.8 days,0,K2-48,Transit,,0.0,11h44m29.65s,+03d16m20.7s,4899.0,0.77,0.73,4.38,1.93,0.0309
1332,K2-4 b,761.0,14.907,2015,Neptune-like,10 days,0.08,K2-49,Transit,,0.0,11h49m16.85s,+03d28m32.0s,4175.0,0.51,0.45,5.06,2.1,0.078
1333,K2-50 b,846.0,14.717,2016,Super Earth,8.8 days,0,K2-5,Transit,87.35,0.0,11h17m12.84s,-01d52m40.7s,3930.0,0.61,0.57,3.15,1.59,0.0705
1334,K2-52 b,3398.0,15.255,2016,Gas Giant,3.5 days,0,K2-5,Transit,86.95,0.0,11h17m12.84s,-01d52m40.7s,3930.0,0.61,0.57,144,1.606,0.054
1335,K2-53 b,454.0,12.148,2016,Neptune-like,12.2 days,0,K2-50,Transit,,0.0,11h17m56.07s,+05d59m18.2s,,0.61,,7.27,0.232,0.098
1336,K2-54 b,574.0,14.042,2016,Super Earth,9.8 days,0,K2-52,Transit,86.46,0.0,16h26m26.74s,-24d58m11.8s,7147.0,1.69,2.19,1.6,1.15,0.0671
1337,K2-55 b,523.0,13.546,2016,Neptune-like,2.8 days,0.07,K2-53,Transit,89.32,0.0,16h16m34.04s,-20d24m01.9s,5263.0,0.85,0.81,14,0.341,0.03486
1338,K2-57 b,868.0,14.501,2016,Neptune-like,9 days,0,K2-54,Transit,,0.0,22h32m13.01s,-17d32m38.4s,3798.0,0.42,0.38,5.06,2.1,0.0746
1339,K2-58 b,596.0,12.378,2016,Neptune-like,7.1 days,0,K2-55,Transit,,0.0,22h15m00.46s,-17d15m02.5s,4456.0,0.7,0.63,7.65,0.239,0.0692
1340,K2-58 c,596.0,12.378,2016,Super Earth,2.5 days,0,K2-57,Transit,,0.0,22h50m46.01s,-14d04m11.6s,4434.0,0.68,0.62,3.26,1.62,0.035
1341,K2-58 d,596.0,12.378,2016,Super Earth,22.9 days,0,K2-58,Transit,,0.0,22h15m17.23s,-14d02m59.3s,5413.0,0.89,0.86,3.57,1.71,0.1517
1342,K2-59 b,1025.0,14.226,2016,Neptune-like,20.7 days,0,K2-58,Transit,,0.0,22h15m17.23s,-14d02m59.3s,5413.0,0.89,0.86,6.39,0.215,0.1354
1343,K2-59 c,1025.0,14.226,2016,Neptune-like,11.3 days,0,K2-58,Transit,,0.0,22h15m17.23s,-14d02m59.3s,5413.0,0.89,0.86,5.9,0.205,0.0905
1344,K2-5 b,666.0,14.91,2015,Super Earth,5.7 days,0,K2-59,Transit,,0.0,22h35m46.16s,-14d01m39.9s,5055.0,0.77,0.73,4.31,1.91,0.0532
1345,K2-5 c,666.0,14.91,2015,Neptune-like,10.9 days,0,K2-59,Transit,,0.0,22h35m46.16s,-14d01m39.9s,5055.0,0.77,0.73,5.73,0.202,0.0818
1346,K2-60 b,1627.0,12.789,2016,Gas Giant,3 days,0,K2-6,Transit,,0.0,11h52m46.14s,-01d11m54.5s,5850.0,0.97,0.96,0.426,0.683,0.045
1347,K2-61 b,1339.0,12.991,2016,Neptune-like,2.6 days,0,K2-60,Transit,88.49,1.7,22h34m25.48s,-13d43m54.1s,5500.0,0.97,1.12,6.71,0.221,0.0392
1348,K2-62 b,368.0,12.397,2016,Neptune-like,6.7 days,0,K2-61,Transit,,0.0,22h38m41.94s,-13d33m36.1s,6293.0,1.21,1.36,5.22,2.14,0.0636
1349,K2-62 c,368.0,12.397,2016,Neptune-like,16.2 days,0,K2-62,Transit,,0.0,22h17m27.40s,-12d11m15.0s,4880.0,0.77,0.73,5.22,2.14,0.1148
1350,K2-63 b,1711.0,12.876,2016,Neptune-like,20.3 days,0,K2-62,Transit,,0.0,22h17m27.40s,-12d11m15.0s,4880.0,0.77,0.73,10.5,0.287,0.1627
1351,K2-63 c,1711.0,12.876,2016,Neptune-like,25.5 days,0,K2-63,Transit,,0.0,22h13m42.40s,-12d03m58.9s,6771.0,1.4,1.63,14.5,0.348,0.189
1352,K2-64 b,1653.0,14.086,2016,Super Earth,6.5 days,0,K2-63,Transit,,0.0,22h13m42.40s,-12d03m58.9s,6771.0,1.4,1.63,4.94,2.07,0.0619
1353,K2-65 b,255.0,10.800999999999998,2016,Super Earth,12.6 days,0,K2-64,Transit,,0.0,22h09m39.27s,-11d25m43.5s,5312.0,0.74,0.73,3.12,1.58,0.1014
1354,K2-66 b,1698.0,11.71,2016,Super Earth,5.1 days,0,K2-65,Transit,,0.0,22h12m50.82s,-10d55m31.4s,5213.0,0.87,0.84,21.3,0.222,0.05983
1355,K2-68 b,553.0,12.977,2016,Super Earth,8.1 days,0,K2-66,Transit,86.6,7.8,22h06m06.41s,-10d42m41.6s,5887.0,1.11,1.67,3.12,1.58,0.0708
1356,K2-69 b,592.0,15.057,2016,Neptune-like,7.1 days,0,K2-68,Transit,,0.0,22h16m04.75s,-10d34m02.3s,4746.0,0.73,0.68,5.99,0.207,0.0591
1357,K2-6 b,1043.0,12.654000000000002,2015,Neptune-like,30.9 days,0,K2-69,Transit,,0.0,22h23m02.29s,-10d29m18.9s,4127.0,0.55,0.49,6.8,0.223,0.1898
1358,K2-70 b,765.0,12.989,2016,Neptune-like,14 days,0,K2-7,Transit,,0.0,11h08m22.50s,-01d03m56.7s,5772.0,0.97,0.96,8.7,0.258,0.1112
1359,K2-71 b,502.0,15.189,2016,Neptune-like,7 days,0,K2-70,Transit,,0.0,22h33m54.19s,-10d05m05.8s,5622.0,0.94,0.93,5.27,2.15,0.0559
1360,K2-72 b,217.0,15.309,2016,Super Earth,5.6 days,0.11,K2-71,Transit,,0.0,22h46m53.86s,-09d52m53.8s,4006.0,0.48,0.43,1.28,1.08,0.04
1361,K2-72 c,217.0,15.309,2016,Super Earth,15.2 days,0.11,K2-72,Transit,89.15,0.0,22h18m29.27s,-09d36m44.6s,3360.47,0.27,0.33,1.65,1.16,0.078
1362,K2-72 d,217.0,15.309,2016,Super Earth,7.8 days,0.11,K2-72,Transit,89.54,0.0,22h18m29.27s,-09d36m44.6s,3360.47,0.27,0.33,1.01,1.01,0.05
1363,K2-72 e,217.0,15.309,2016,Super Earth,24.2 days,0.11,K2-72,Transit,89.26,0.0,22h18m29.27s,-09d36m44.6s,3360.47,0.27,0.33,2.21,1.29,0.106
1364,K2-73 b,885.0,11.345,2016,Neptune-like,7.5 days,0,K2-72,Transit,89.68,0.0,22h18m29.27s,-09d36m44.6s,3360.47,0.27,0.33,6.57,0.219,0.07619
1365,K2-74 b,1246.0,12.588,2016,Neptune-like,19.6 days,0,K2-73,Transit,,0.0,22h20m06.12s,-09d03m21.9s,5922.0,1.05,1.06,5.95,0.206,0.1402
1366,K2-75 b,1862.0,12.701,2016,Neptune-like,7.8 days,0,K2-74,Transit,,0.0,22h39m40.64s,-08d42m52.2s,6060.0,0.96,0.98,7.61,0.238,0.081
1367,K2-75 c,1862.0,12.701,2016,Neptune-like,18.3 days,0,K2-75,Transit,,0.0,22h35m22.76s,-07d28m11.5s,5995.0,1.16,1.56,8.1,0.247,0.1429
1368,K2-77 b,464.0,12.158,2016,Neptune-like,8.2 days,0.14,K2-75,Transit,,0.0,22h35m22.76s,-07d28m11.5s,5995.0,1.16,1.56,1.9,0.205,0.076
1369,K2-79 b,841.0,12.075,2016,Neptune-like,11 days,0,K2-77,Transit,88.7,0.0,03h40m54.82s,+12d34m21.4s,4970.0,0.8,0.76,13.2,0.329,0.0987
1370,K2-7 b,2462.0,13.213,2015,Neptune-like,28.7 days,0,K2-79,Transit,,0.0,03h41m01.42s,+13d31m09.7s,5926.0,1.06,1.28,7.61,0.238,0.1814
1371,K2-80 b,659.0,12.626,2016,Super Earth,19.1 days,0,K2-8,Transit,86.42,0.0,11h19m10.48s,-00d17m03.8s,4870.0,0.78,0.74,4.7,2.01,0.135
1372,K2-80 c,659.0,12.626,2016,Super Earth,5.6 days,0,K2-8,Transit,86.7,0.0,11h19m10.48s,-00d17m03.8s,4870.0,0.78,0.74,2.76,1.47,0.0596
1373,K2-80 d,659.0,12.626,2018,Neptune-like,28.9 days,0,K2-80,Transit,,0.0,03h56m09.00s,+13d33m33.4s,5441.0,0.9,0.87,7.04,0.228,0
1374,K2-81 b,829.0,14.364,2016,Super Earth,6.1 days,0.06,K2-80,Transit,,0.0,03h56m09.00s,+13d33m33.4s,5441.0,0.9,0.87,4.54,1.97,0.059
1375,K2-83 b,411.0,14.514,2016,Super Earth,2.7 days,0.07,K2-80,Transit,89.397,0.0,03h56m09.00s,+13d33m33.4s,5441.0,0.9,0.87,2.08,1.244,0.03014
1376,K2-83 c,411.0,14.514,2016,Super Earth,10 days,0.06,K2-81,Transit,89.29,0.0,03h49m56.52s,+14d30m07.9s,4674.13,0.75,0.63,2.8,1.483,0.07131
1377,K2-84 b,937.0,13.443,2016,Neptune-like,6.4 days,0,K2-83,Transit,,0.0,03h59m36.37s,+15d33m32.0s,3910.0,0.48,0.42,6.39,0.215,0.0665
1378,K2-84 c,937.0,13.443,2016,Super Earth,27.9 days,0,K2-83,Transit,,0.0,03h59m36.37s,+15d33m32.0s,3910.0,0.48,0.42,4.78,2.03,0.1768
1379,K2-85 b,318.0,12.831,2016,Super Earth,0.7 days,0.24,K2-84,Transit,,0.0,03h43m14.23s,+16d38m04.4s,5652.0,0.95,0.93,1.01,1.01,0.01263
1380,K2-86 b,850.0,13.167,2016,Super Earth,8.8 days,0,K2-84,Transit,,0.0,03h43m14.23s,+16d38m04.4s,5652.0,0.95,0.93,4.5,1.96,0.077
1381,K2-87 b,1643.0,14.134,2016,Gas Giant,9.7 days,0,K2-85,Transit,,0.0,03h57m51.45s,+18d27m54.9s,4268.0,0.57,0.51,0.141,0.678,0.094
1382,K2-88 b,362.0,15.476,2016,Super Earth,4.6 days,0.26,K2-86,Transit,,0.0,03h26m12.67s,+18d38m08.2s,5482.0,0.79,0.76,2.04,1.23,0.0345
1383,K2-89 b,281.0,14.162,2016,Terrestrial,1.1 days,0.15,K2-87,Transit,87.74,0.0,04h24m56.69s,+18d49m38.7s,5747.0,1.16,1.4,0.17,0.615,0.01462
1384,K2-8 b,1331.0,14.61,2015,Neptune-like,10.4 days,0,K2-88,Transit,,0.0,03h39m00.38s,+19d07m12.6s,3537.0,0.26,0.26,12.5,0.319,0.0856
1385,K2-8 c,1331.0,14.61,2016,Neptune-like,5.1 days,0,K2-89,Transit,,0.0,03h48m16.01s,+20d27m34.7s,3691.0,0.35,0.32,6.39,0.215,0.0532
1386,K2-90 b,440.0,13.855,2016,Neptune-like,13.7 days,0.07,K2-9,Transit,87.98299999999998,0.0,11h45m03.47s,+00d00m19.1s,3390.0,0.3,0.31,7.27,0.232,0.096
1387,K2-90 c,440.0,13.855,2016,Super Earth,2.9 days,0.19,K2-90,Transit,89.24,0.0,03h56m36.58s,+22d28m21.5s,4484.0,0.63,0.62,2.24,1.3,0.035
1388,K2-91 b,204.0,15.572,2016,Super Earth,1.4 days,0.09,K2-90,Transit,86.94,0.0,03h56m36.58s,+22d28m21.5s,4484.0,0.63,0.62,1.37,1.1,0.0164
1389,K2-95 b,589.0,16.084,2016,Neptune-like,10.1 days,0.16,K2-91,Transit,,0.0,04h12m52.34s,+24d12m18.4s,3622.0,0.29,0.28,14.3,0.346,0.0696
1390,K2-97 b,2837.0,12.611,2016,Gas Giant,8.4 days,0.22,K2-95,Transit,,0.0,08h37m27.06s,+18d58m36.1s,3548.0,0.44,0.42,0.48,0.947,0.086
1391,K2-98 b,1717.0,12.166,2016,Neptune-like,10.1 days,0,K2-97,Transit,,0.0,08h31m03.08s,+10d50m51.3s,4717.0,1.2,4.47,32.2,0.464,0.0974
1392,K2-99 b,1704.0,11.149,2016,Gas Giant,18.3 days,0.19,K2-98,Transit,,0.0,08h25m57.19s,+11d30m40.1s,6172.0,1.2,1.57,0.97,1.046,0.1597
1393,K2-9 b,271.0,15.63,2015,Neptune-like,18.4 days,0,K2-99,Transit,,0.0,13h55m05.70s,-05d26m32.9s,6217.0,1.63,2.63,5.69,0.201,0.091
1394,Kappa Andromedae b,163.0,4.14,2012,Gas Giant,253.1 years,0,kap And,Imaging,,0.0,23h40m24.51s,+44d20m02.2s,10900.0,2.6,,13.616,1.1,55.0
